year,reporter,partner,commodity_code,section_code,trade_value_usd_exp,trade_value_usd_imp
2018,Argentina,Mexico,284910,06,0,218219
2019,Argentina,Mexico,284910,06,0,1009709
2020,Argentina,Mexico,284910,06,0,908332
2019,Argentina,Mexico,284920,06,0,171
2017,Argentina,Mexico,285210,06,223509,0
2017,Argentina,Mexico,285300,06,0,3801
2018,Argentina,Mexico,290121,06,0,5901
2019,Argentina,Mexico,290129,06,0,1675
2017,Argentina,Mexico,290219,06,0,66
2018,Argentina,Mexico,290219,06,0,27451
2019,Argentina,Mexico,290219,06,0,114
2020,Argentina,Mexico,290219,06,0,4808
2018,Argentina,Mexico,290230,06,0,1329
2020,Argentina,Mexico,290230,06,0,494
2017,Argentina,Mexico,290371,06,0,392768
2018,Argentina,Mexico,290371,06,0,267812
2019,Argentina,Mexico,290371,06,0,26271
2019,Argentina,Mexico,290511,06,0,5222
2020,Argentina,Mexico,290511,06,0,61494
2020,Argentina,Mexico,290512,06,0,794
2017,Argentina,Mexico,290519,06,2588,21957
2018,Argentina,Mexico,290519,06,0,79219
2019,Argentina,Mexico,290519,06,0,172778
2020,Argentina,Mexico,290519,06,0,53686
2020,Argentina,Mexico,290522,06,0,651
2017,Argentina,Mexico,290529,06,0,109688
2018,Argentina,Mexico,290529,06,0,110759
2019,Argentina,Mexico,290529,06,0,66669
2020,Argentina,Mexico,290529,06,0,122602
2018,Argentina,Mexico,290531,06,0,14905
2018,Argentina,Mexico,290532,06,0,32830
2019,Argentina,Mexico,290539,06,0,54645
2020,Argentina,Mexico,290539,06,0,145974
2017,Argentina,Mexico,290545,06,11169260,38
2018,Argentina,Mexico,290545,06,25608248,140
2019,Argentina,Mexico,290545,06,17797474,174
2020,Argentina,Mexico,290545,06,11525986,120
2017,Argentina,Mexico,290611,06,14992,31562
2018,Argentina,Mexico,290611,06,0,7772
2019,Argentina,Mexico,290611,06,0,10707
2017,Argentina,Mexico,290619,06,34509,28331
2018,Argentina,Mexico,290619,06,0,56951
2019,Argentina,Mexico,290619,06,0,59280
2020,Argentina,Mexico,290619,06,0,44665
2018,Argentina,Mexico,290621,06,0,17
2017,Argentina,Mexico,290629,06,0,26504
2019,Argentina,Mexico,290629,06,0,1561
2020,Argentina,Mexico,290629,06,0,446
2017,Argentina,Mexico,290711,06,0,93
2018,Argentina,Mexico,290711,06,0,46
2017,Argentina,Mexico,290719,06,232,0
2018,Argentina,Mexico,290719,06,0,2
2019,Argentina,Mexico,290719,06,0,136
2020,Argentina,Mexico,290819,06,0,6439
2017,Argentina,Mexico,290899,06,0,89764
2018,Argentina,Mexico,290899,06,0,55328
2019,Argentina,Mexico,290899,06,0,36688
2020,Argentina,Mexico,290899,06,0,18060
2017,Argentina,Mexico,290911,06,0,1425
2017,Argentina,Mexico,290930,06,6037,9800
2018,Argentina,Mexico,290930,06,0,11242
2019,Argentina,Mexico,290930,06,0,11044
2020,Argentina,Mexico,290930,06,0,16065
2017,Argentina,Mexico,290943,06,8097,367115
2018,Argentina,Mexico,290943,06,0,267441
2017,Argentina,Mexico,290949,06,0,160194
2018,Argentina,Mexico,290949,06,0,167802
2019,Argentina,Mexico,290949,06,0,62900
2018,Argentina,Mexico,290950,06,0,1437
2019,Argentina,Mexico,290950,06,0,3718
2020,Argentina,Mexico,290950,06,0,2655
2017,Argentina,Mexico,291100,06,0,15816
2018,Argentina,Mexico,291100,06,0,23771
2019,Argentina,Mexico,291100,06,0,29355
2020,Argentina,Mexico,291100,06,0,31509
2017,Argentina,Mexico,291211,06,0,106
2018,Argentina,Mexico,291211,06,0,1891
2019,Argentina,Mexico,291211,06,0,122
2020,Argentina,Mexico,291211,06,0,5
2017,Argentina,Mexico,291219,06,0,18789
2018,Argentina,Mexico,291219,06,0,35345
2019,Argentina,Mexico,291219,06,0,29939
2020,Argentina,Mexico,291219,06,0,16169
2017,Argentina,Mexico,291221,06,0,390
2017,Argentina,Mexico,291229,06,0,57749
2018,Argentina,Mexico,291229,06,0,168277
2019,Argentina,Mexico,291229,06,0,135969
2020,Argentina,Mexico,291229,06,0,349791
2017,Argentina,Mexico,291241,06,0,60368
2018,Argentina,Mexico,291241,06,0,38524
2019,Argentina,Mexico,291241,06,0,14913
2020,Argentina,Mexico,291241,06,0,53471
2017,Argentina,Mexico,291249,06,30053,560
2018,Argentina,Mexico,291249,06,0,463
2020,Argentina,Mexico,291249,06,0,293
2017,Argentina,Mexico,291413,06,0,87064
2018,Argentina,Mexico,291413,06,0,91740
2019,Argentina,Mexico,291413,06,0,22343
2020,Argentina,Mexico,291413,06,0,66144
2017,Argentina,Mexico,291419,06,1340,4338
2020,Argentina,Mexico,291419,06,0,31
2017,Argentina,Mexico,291423,06,3209,883
2018,Argentina,Mexico,291423,06,0,1857
2020,Argentina,Mexico,291423,06,0,243
2017,Argentina,Mexico,291429,06,0,16390
2018,Argentina,Mexico,291429,06,0,30626
2019,Argentina,Mexico,291429,06,0,38913
2020,Argentina,Mexico,291429,06,0,54661
2019,Argentina,Mexico,291439,06,0,347
2017,Argentina,Mexico,291450,06,0,33001
2018,Argentina,Mexico,291450,06,0,24213
2019,Argentina,Mexico,291450,06,0,12422
2020,Argentina,Mexico,291450,06,0,9506
2017,Argentina,Mexico,291513,06,0,6736
2018,Argentina,Mexico,291513,06,0,2730
2019,Argentina,Mexico,291513,06,0,13441
2020,Argentina,Mexico,291513,06,0,17312
2018,Argentina,Mexico,291521,06,0,684
2017,Argentina,Mexico,291524,06,0,1065775
2018,Argentina,Mexico,291524,06,0,1702321
2019,Argentina,Mexico,291524,06,0,1017527
2020,Argentina,Mexico,291524,06,0,1485868
2017,Argentina,Mexico,291529,06,0,1528
2018,Argentina,Mexico,291529,06,0,2616
2019,Argentina,Mexico,291529,06,0,9795
2020,Argentina,Mexico,291529,06,0,3325
2017,Argentina,Mexico,291531,06,0,4393472
2018,Argentina,Mexico,291531,06,0,5320094
2019,Argentina,Mexico,291531,06,0,3071948
2020,Argentina,Mexico,291531,06,0,2922654
2019,Argentina,Mexico,291533,06,0,72
2017,Argentina,Mexico,291539,06,13591,276919
2018,Argentina,Mexico,291539,06,0,425978
2019,Argentina,Mexico,291539,06,0,228974
2020,Argentina,Mexico,291539,06,0,462375
2017,Argentina,Mexico,291550,06,0,79545
2018,Argentina,Mexico,291550,06,0,117468
2019,Argentina,Mexico,291550,06,0,77291
2020,Argentina,Mexico,291550,06,0,98100
2017,Argentina,Mexico,291560,06,0,110597
2018,Argentina,Mexico,291560,06,0,127025
2019,Argentina,Mexico,291560,06,2873,136831
2020,Argentina,Mexico,291560,06,0,190289
2017,Argentina,Mexico,291570,06,327,24219
2018,Argentina,Mexico,291570,06,0,64997
2019,Argentina,Mexico,291570,06,7443,80950
2020,Argentina,Mexico,291570,06,0,21784
2017,Argentina,Mexico,291590,06,2157,101923
2018,Argentina,Mexico,291590,06,0,160687
2019,Argentina,Mexico,291590,06,0,176529
2020,Argentina,Mexico,291590,06,0,433014
2019,Argentina,Mexico,291614,06,0,64139
2020,Argentina,Mexico,291614,06,0,60557
2017,Argentina,Mexico,291615,06,0,901
2018,Argentina,Mexico,291615,06,0,946
2019,Argentina,Mexico,291615,06,0,591
2020,Argentina,Mexico,291615,06,0,148
2017,Argentina,Mexico,291619,06,3105,0
2017,Argentina,Mexico,291620,06,1812,0
2018,Argentina,Mexico,291620,06,0,773451
2019,Argentina,Mexico,291620,06,0,1485726
2020,Argentina,Mexico,291620,06,0,1705423
2017,Argentina,Mexico,291631,06,0,2612
2018,Argentina,Mexico,291631,06,0,3216
2019,Argentina,Mexico,291631,06,0,4122
2020,Argentina,Mexico,291631,06,0,3358
2017,Argentina,Mexico,291632,06,0,43341
2018,Argentina,Mexico,291632,06,0,189755
2019,Argentina,Mexico,291632,06,0,262441
2020,Argentina,Mexico,291632,06,0,329132
2018,Argentina,Mexico,291639,06,0,387
2019,Argentina,Mexico,291639,06,0,92
2020,Argentina,Mexico,291639,06,0,31
2019,Argentina,Mexico,291711,06,0,43843
2020,Argentina,Mexico,291711,06,0,67705
2017,Argentina,Mexico,291712,06,0,58997
2020,Argentina,Mexico,291712,06,0,31351
2017,Argentina,Mexico,291714,06,86200,0
2017,Argentina,Mexico,291719,06,0,17769
2019,Argentina,Mexico,291719,06,0,49128
2020,Argentina,Mexico,291719,06,0,33897
2017,Argentina,Mexico,291732,06,0,269477
2018,Argentina,Mexico,291732,06,0,57636
2020,Argentina,Mexico,291732,06,0,24899
2017,Argentina,Mexico,291735,06,0,786671
2018,Argentina,Mexico,291735,06,0,724383
2019,Argentina,Mexico,291735,06,0,429246
2020,Argentina,Mexico,291735,06,0,1080871
2017,Argentina,Mexico,291736,06,0,20430870
2018,Argentina,Mexico,291736,06,0,51084533
2019,Argentina,Mexico,291736,06,0,66262904
2020,Argentina,Mexico,291736,06,0,24142489
2017,Argentina,Mexico,291739,06,0,294344
2018,Argentina,Mexico,291739,06,0,101258
2017,Argentina,Mexico,291811,06,1578,3196
2018,Argentina,Mexico,291811,06,0,6743
2019,Argentina,Mexico,291811,06,0,22394
2020,Argentina,Mexico,291811,06,0,44209
2018,Argentina,Mexico,291813,06,0,22
2020,Argentina,Mexico,291813,06,0,88
2018,Argentina,Mexico,291814,06,0,822
2019,Argentina,Mexico,291814,06,0,153
2020,Argentina,Mexico,291814,06,0,131
2017,Argentina,Mexico,291816,06,73554,0
2018,Argentina,Mexico,291816,06,0,1805
2017,Argentina,Mexico,291819,06,1100,524
2019,Argentina,Mexico,291819,06,0,3837
2017,Argentina,Mexico,291823,06,0,739303
2018,Argentina,Mexico,291823,06,0,1300903
2019,Argentina,Mexico,291823,06,0,730374
2020,Argentina,Mexico,291823,06,0,742807
2019,Argentina,Mexico,291829,06,6663,0
2020,Argentina,Mexico,291829,06,0,856
2020,Argentina,Mexico,291830,06,0,295
2017,Argentina,Mexico,291899,06,0,337165
2018,Argentina,Mexico,291899,06,0,73360
2019,Argentina,Mexico,291899,06,0,5222
2020,Argentina,Mexico,291899,06,0,30901
2018,Argentina,Mexico,291990,06,0,1
2017,Argentina,Mexico,292090,06,6146,0
2017,Argentina,Mexico,292111,06,0,190778
2018,Argentina,Mexico,292111,06,0,246510
2019,Argentina,Mexico,292111,06,0,109433
2020,Argentina,Mexico,292111,06,0,132456
2019,Argentina,Mexico,292130,06,0,28802
2017,Argentina,Mexico,292144,06,5447,0
2017,Argentina,Mexico,292145,06,0,582
2018,Argentina,Mexico,292145,06,0,657
2019,Argentina,Mexico,292145,06,0,625
2020,Argentina,Mexico,292145,06,0,674
2019,Argentina,Mexico,292149,06,0,3115
2020,Argentina,Mexico,292151,06,0,19640
2020,Argentina,Mexico,292159,06,0,6312
2017,Argentina,Mexico,292211,06,30942,159155
2018,Argentina,Mexico,292211,06,0,415094
2019,Argentina,Mexico,292211,06,0,367387
2020,Argentina,Mexico,292211,06,0,253294
2017,Argentina,Mexico,292212,06,0,514773
2018,Argentina,Mexico,292212,06,0,392806
2019,Argentina,Mexico,292212,06,0,166595
2020,Argentina,Mexico,292212,06,0,117418
2017,Argentina,Mexico,292213,06,0,968897
2018,Argentina,Mexico,292213,06,0,910871
2019,Argentina,Mexico,292213,06,0,395745
2020,Argentina,Mexico,292213,06,0,170282
2018,Argentina,Mexico,292219,06,0,6745
2020,Argentina,Mexico,292219,06,0,833
2017,Argentina,Mexico,292241,06,11105,0
2017,Argentina,Mexico,292249,06,438100,299
2018,Argentina,Mexico,292249,06,0,1122
2019,Argentina,Mexico,292249,06,595231,123
2020,Argentina,Mexico,292249,06,0,2459
2017,Argentina,Mexico,292320,06,1928013,0
2018,Argentina,Mexico,292320,06,2013572,0
2019,Argentina,Mexico,292320,06,1357467,0
2020,Argentina,Mexico,292320,06,1694615,0
2017,Argentina,Mexico,292390,06,0,135308
2019,Argentina,Mexico,292390,06,0,14011
2020,Argentina,Mexico,292390,06,0,58231
2019,Argentina,Mexico,292419,06,0,64126
2017,Argentina,Mexico,292429,06,0,8145
2017,Argentina,Mexico,292529,06,0,303660
2018,Argentina,Mexico,292529,06,0,110071
2019,Argentina,Mexico,292529,06,0,158518
2020,Argentina,Mexico,292529,06,0,162965
2017,Argentina,Mexico,292690,06,30,60074
2018,Argentina,Mexico,292690,06,0,86594
2019,Argentina,Mexico,292690,06,0,64175
2020,Argentina,Mexico,292690,06,0,126166
2017,Argentina,Mexico,292800,06,0,10180
2018,Argentina,Mexico,292800,06,0,8254
2019,Argentina,Mexico,292800,06,0,47872
2020,Argentina,Mexico,292800,06,0,13028
2017,Argentina,Mexico,292910,06,410663,0
2019,Argentina,Mexico,292910,06,0,10569
2017,Argentina,Mexico,293090,06,1403,159
2018,Argentina,Mexico,293090,06,0,4020
2019,Argentina,Mexico,293090,06,668304,673
2020,Argentina,Mexico,293090,06,0,166
2017,Argentina,Mexico,293190,06,0,22829
2018,Argentina,Mexico,293190,06,0,120944
2019,Argentina,Mexico,293190,06,0,9013
2020,Argentina,Mexico,293190,06,0,26768
2017,Argentina,Mexico,293219,06,0,881
2018,Argentina,Mexico,293219,06,0,4038
2019,Argentina,Mexico,293219,06,0,6692
2020,Argentina,Mexico,293219,06,0,7108
2017,Argentina,Mexico,293220,06,3297,0
2018,Argentina,Mexico,293220,06,0,42825
2019,Argentina,Mexico,293220,06,16345,0
2020,Argentina,Mexico,293220,06,0,6597
2017,Argentina,Mexico,293299,06,36288,426091
2018,Argentina,Mexico,293299,06,0,243548
2019,Argentina,Mexico,293299,06,141529,28584
2020,Argentina,Mexico,293299,06,0,49394
2017,Argentina,Mexico,293321,06,15016,0
2017,Argentina,Mexico,293339,06,56226,29492
2018,Argentina,Mexico,293339,06,0,29696
2019,Argentina,Mexico,293339,06,638036,29631
2020,Argentina,Mexico,293339,06,0,19979
2019,Argentina,Mexico,293359,06,0,60
2019,Argentina,Mexico,293369,06,0,126456
2020,Argentina,Mexico,293369,06,0,825477
2019,Argentina,Mexico,293371,06,0,42495
2020,Argentina,Mexico,293379,06,0,72972
2017,Argentina,Mexico,293399,06,0,16453
2018,Argentina,Mexico,293399,06,18675,101
2019,Argentina,Mexico,293399,06,94446,88598
2020,Argentina,Mexico,293399,06,0,74874
2017,Argentina,Mexico,293499,06,0,1033491
2018,Argentina,Mexico,293499,06,7065,1105670
2019,Argentina,Mexico,293499,06,0,475519
2020,Argentina,Mexico,293499,06,0,767605
2017,Argentina,Mexico,293500,06,140577,0
2019,Argentina,Mexico,293500,06,0,34
2020,Argentina,Mexico,293500,06,0,459
2019,Argentina,Mexico,293622,06,0,34
2019,Argentina,Mexico,293625,06,0,34
2017,Argentina,Mexico,293626,06,0,168250
2018,Argentina,Mexico,293626,06,0,577908
2019,Argentina,Mexico,293626,06,0,248069
2020,Argentina,Mexico,293626,06,0,129300
2017,Argentina,Mexico,293627,06,1880,104
2018,Argentina,Mexico,293627,06,0,257
2019,Argentina,Mexico,293627,06,0,248
2020,Argentina,Mexico,293627,06,0,37050
2017,Argentina,Mexico,293628,06,65141,0
2018,Argentina,Mexico,293628,06,13156,0
2019,Argentina,Mexico,293628,06,40793,0
2019,Argentina,Mexico,293690,06,0,3761
2017,Argentina,Mexico,293711,06,2484044,0
2017,Argentina,Mexico,293719,06,2460,0
2017,Argentina,Mexico,293722,06,0,644
2018,Argentina,Mexico,293722,06,0,34000
2017,Argentina,Mexico,293723,06,7,1744497
2018,Argentina,Mexico,293723,06,0,4141
2019,Argentina,Mexico,293723,06,0,4189
2020,Argentina,Mexico,293723,06,0,36088
2017,Argentina,Mexico,293729,06,0,168797
2018,Argentina,Mexico,293729,06,0,3
2019,Argentina,Mexico,293729,06,0,248
2017,Argentina,Mexico,293890,06,175732,23709
2018,Argentina,Mexico,293890,06,0,25040
2017,Argentina,Mexico,294000,06,166295,271
2019,Argentina,Mexico,294000,06,0,32
2017,Argentina,Mexico,294110,06,10,5704980
2018,Argentina,Mexico,294110,06,0,7291054
2019,Argentina,Mexico,294110,06,0,5397553
2020,Argentina,Mexico,294110,06,0,4678331
2017,Argentina,Mexico,294150,06,0,1453
2018,Argentina,Mexico,294150,06,0,629
2017,Argentina,Mexico,294190,06,25418,0
2019,Argentina,Mexico,294190,06,0,223
2020,Argentina,Mexico,294190,06,0,223
2017,Argentina,Mexico,300210,06,6377481,56577
2018,Argentina,Mexico,300210,06,4477944,58230
2019,Argentina,Mexico,300210,06,9560464,30490
2020,Argentina,Mexico,300210,06,8656322,30415
2017,Argentina,Mexico,300230,06,360220,0
2018,Argentina,Mexico,300230,06,425779,0
2019,Argentina,Mexico,300230,06,374451,0
2017,Argentina,Mexico,300290,06,192941,11396
2018,Argentina,Mexico,300290,06,205927,21339
2019,Argentina,Mexico,300290,06,118964,17179
2020,Argentina,Mexico,300290,06,0,17190
2018,Argentina,Mexico,300310,06,0,15000
2017,Argentina,Mexico,300339,06,2028644,0
2017,Argentina,Mexico,300390,06,0,3675
2018,Argentina,Mexico,300390,06,0,122
2020,Argentina,Mexico,300390,06,0,190
2017,Argentina,Mexico,300410,06,3225605,31585
2018,Argentina,Mexico,300410,06,2458539,0
2019,Argentina,Mexico,300410,06,3126016,15485
2020,Argentina,Mexico,300410,06,2516694,23932
2017,Argentina,Mexico,300420,06,667082,166871
2018,Argentina,Mexico,300420,06,697108,95217
2019,Argentina,Mexico,300420,06,576322,47368
2020,Argentina,Mexico,300420,06,2924665,51889
2017,Argentina,Mexico,300432,06,174688,938108
2018,Argentina,Mexico,300432,06,339312,1152821
2019,Argentina,Mexico,300432,06,163791,0
2020,Argentina,Mexico,300432,06,197904,0
2017,Argentina,Mexico,300439,06,2642366,318877
2018,Argentina,Mexico,300439,06,3508152,133800
2019,Argentina,Mexico,300439,06,2993623,519024
2020,Argentina,Mexico,300439,06,3180564,913173
2017,Argentina,Mexico,300440,06,22675,0
2019,Argentina,Mexico,300440,06,278686,0
2020,Argentina,Mexico,300440,06,600429,2190
2017,Argentina,Mexico,300450,06,5960726,20920
2018,Argentina,Mexico,300450,06,7116657,13325
2019,Argentina,Mexico,300450,06,6622858,4988
2020,Argentina,Mexico,300450,06,3917905,9459
2017,Argentina,Mexico,300490,06,8634567,15717316
2018,Argentina,Mexico,300490,06,8278475,9807626
2019,Argentina,Mexico,300490,06,5970882,9382622
2020,Argentina,Mexico,300490,06,11046034,6849883
2017,Argentina,Mexico,300510,06,0,845
2018,Argentina,Mexico,300510,06,0,4469
2019,Argentina,Mexico,300510,06,0,15640
2020,Argentina,Mexico,300510,06,0,13740
2017,Argentina,Mexico,300590,06,0,75487
2018,Argentina,Mexico,300590,06,0,131131
2019,Argentina,Mexico,300590,06,0,53236
2020,Argentina,Mexico,300590,06,0,88627
2017,Argentina,Mexico,300610,06,0,1279250
2018,Argentina,Mexico,300610,06,0,1233947
2019,Argentina,Mexico,300610,06,0,863287
2020,Argentina,Mexico,300610,06,0,458797
2017,Argentina,Mexico,300620,06,37033,0
2017,Argentina,Mexico,300640,06,480068,0
2019,Argentina,Mexico,300640,06,256680,0
2020,Argentina,Mexico,300640,06,227114,0
2017,Argentina,Mexico,300660,06,247239,1895713
2018,Argentina,Mexico,300660,06,0,3733748
2019,Argentina,Mexico,300660,06,0,3007116
2020,Argentina,Mexico,300660,06,0,1590330
2017,Argentina,Mexico,300670,06,0,33
2017,Argentina,Mexico,310100,06,0,9317
2018,Argentina,Mexico,310100,06,0,20117
2019,Argentina,Mexico,310100,06,0,6172
2017,Argentina,Mexico,310221,06,0,27
2018,Argentina,Mexico,310221,06,0,46
2019,Argentina,Mexico,310221,06,0,14
2020,Argentina,Mexico,310221,06,0,49
2017,Argentina,Mexico,310290,06,0,32052
2018,Argentina,Mexico,310290,06,0,43070
2017,Argentina,Mexico,310310,06,0,12319583
2018,Argentina,Mexico,310310,06,0,8521467
2019,Argentina,Mexico,310310,06,0,5850643
2020,Argentina,Mexico,310310,06,0,10530449
2017,Argentina,Mexico,310420,06,177,0
2018,Argentina,Mexico,310430,06,0,368
2017,Argentina,Mexico,310510,06,0,106705
2018,Argentina,Mexico,310510,06,0,202078
2019,Argentina,Mexico,310510,06,0,105756
2020,Argentina,Mexico,310510,06,0,106955
2017,Argentina,Mexico,310520,06,0,252838
2018,Argentina,Mexico,310520,06,0,374182
2019,Argentina,Mexico,310520,06,0,278769
2020,Argentina,Mexico,310520,06,0,486069
2017,Argentina,Mexico,310530,06,0,6561234
2018,Argentina,Mexico,310530,06,0,15700859
2020,Argentina,Mexico,310530,06,0,4376788
2017,Argentina,Mexico,310540,06,0,18783507
2018,Argentina,Mexico,310540,06,0,28847126
2019,Argentina,Mexico,310540,06,0,235
2020,Argentina,Mexico,310540,06,0,6193645
2017,Argentina,Mexico,310559,06,0,108791
2018,Argentina,Mexico,310559,06,0,149059
2019,Argentina,Mexico,310559,06,0,160139
2020,Argentina,Mexico,310559,06,0,176974
2017,Argentina,Mexico,310560,06,0,48270
2018,Argentina,Mexico,310560,06,0,136093
2019,Argentina,Mexico,310560,06,0,38815
2020,Argentina,Mexico,310560,06,0,117182
2017,Argentina,Mexico,310590,06,0,137622
2018,Argentina,Mexico,310590,06,0,135842
2019,Argentina,Mexico,310590,06,0,167978
2020,Argentina,Mexico,310590,06,0,167502
2017,Argentina,Mexico,320110,06,11707006,0
2020,Argentina,Mexico,320110,06,7651409,0
2019,Argentina,Mexico,320190,06,0,537
2020,Argentina,Mexico,320190,06,0,2228
2017,Argentina,Mexico,320210,06,4547,197
2018,Argentina,Mexico,320210,06,0,496
2017,Argentina,Mexico,320290,06,158340,0
2019,Argentina,Mexico,320290,06,217333,0
2017,Argentina,Mexico,320300,06,2417,1863
2018,Argentina,Mexico,320300,06,0,437
2019,Argentina,Mexico,320300,06,0,1196
2020,Argentina,Mexico,320300,06,0,882
2017,Argentina,Mexico,320411,06,0,67126
2018,Argentina,Mexico,320411,06,0,70380
2019,Argentina,Mexico,320411,06,0,84621
2020,Argentina,Mexico,320411,06,0,40835
2017,Argentina,Mexico,320412,06,99417,11181
2018,Argentina,Mexico,320412,06,0,12117
2019,Argentina,Mexico,320412,06,0,2939
2020,Argentina,Mexico,320412,06,0,10
2017,Argentina,Mexico,320413,06,0,16570
2018,Argentina,Mexico,320413,06,0,78186
2019,Argentina,Mexico,320413,06,0,30
2020,Argentina,Mexico,320413,06,0,56182
2017,Argentina,Mexico,320414,06,1137,1656
2018,Argentina,Mexico,320414,06,0,1771
2017,Argentina,Mexico,320416,06,0,12333
2018,Argentina,Mexico,320416,06,0,65959
2019,Argentina,Mexico,320416,06,0,16048
2020,Argentina,Mexico,320416,06,0,5672
2017,Argentina,Mexico,320417,06,0,756133
2018,Argentina,Mexico,320417,06,0,413046
2019,Argentina,Mexico,320417,06,0,335830
2020,Argentina,Mexico,320417,06,0,352976
2017,Argentina,Mexico,320419,06,4665,383124
2018,Argentina,Mexico,320419,06,0,385186
2019,Argentina,Mexico,320419,06,112917,257124
2020,Argentina,Mexico,320419,06,0,404686
2017,Argentina,Mexico,320420,06,0,2973
2018,Argentina,Mexico,320420,06,0,1649
2020,Argentina,Mexico,320420,06,0,48057
2017,Argentina,Mexico,320500,06,4078,59570
2018,Argentina,Mexico,320500,06,0,16966
2019,Argentina,Mexico,320500,06,0,8555
2020,Argentina,Mexico,320500,06,0,34439
2017,Argentina,Mexico,320611,06,0,13554624
2018,Argentina,Mexico,320611,06,0,6307220
2019,Argentina,Mexico,320611,06,0,7839136
2020,Argentina,Mexico,320611,06,0,6955022
2017,Argentina,Mexico,320619,06,309251,273750
2018,Argentina,Mexico,320619,06,233032,1136793
2019,Argentina,Mexico,320619,06,228959,1389
2020,Argentina,Mexico,320619,06,300747,0
