"commodity_code","commodity_fullname_english","group_code","group_fullname_english","section_code","section_fullname_english"
"293332","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, piperidine and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293333","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, other than pyridine and its salts, other than piperidine and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293339","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, n.e.c. in 2933.3","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293341","Heterocyclic compounds; containing a quinoline or isoquinoline ring-system (whether or not hydrogenated) in the structure, not further fused, levorphanol (INN) and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293349","Heterocyclic compounds; containing a quinoline or isoquinoline ring-system (whether or not hydrogenated) in the structure, not further fused, other than levorphanol (INN) and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293352","Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, malonylurea (barbituric acid) and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293353","Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) and vinylbital (INN); salts thereof","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293354","Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, other derivatives of malonylurea (barbituric acid) and salts thereof, n.e.c. in 2933.53","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293355","Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure; loprazolam (INN), mecloqualone (INN), methaqualone (INN), and zipeprol (INN); salts thereof","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293359","Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, (other than malonylurea and its derivatives, loprazolam, mecloqualone, methaqualone, zipeprol, and salts thereof) n.e.c. in 2933.5","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293361","Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, melamine","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293369","Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, others excluding melamine","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293371","Heterocyclic compounds; lactams; 6-hexanelactam (epsilon-caprolactam)","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293372","Heterocyclic compounds; lactams; clobazam (INN) and methyprylon (INN)","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293379","Heterocyclic compounds; lactams; other than 6-hexanelactam (epsilon caprolactam) and clobazam (INN) and methyprylon (INN)","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293391","Heterocyclic compounds; n.e.c. in headings no. 2933.1, 2933.2, 2933.3, 2933.4, 2933.5, 2933.6, 2933.7","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293399","Heterocyclic compounds; n.e.c. in headings no. 2933","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293410","Heterocyclic compounds; containing an unfused thiazole ring (whether or not hydrogenated) in the structure","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293420","Heterocyclic compounds; containing in the structure, a benzothiazole ring-system (whether or not hydrogenated), not further fused","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293430","Heterocyclic compounds; containing in the structure, a phenothiazine ring-system (whether or not hydrogenated), not further fused","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293491","Other heterocyclic compounds, n.e.c. in 2934.1, 2934.2 and 2934.3","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293499","Nucleic acids and their salts, other heterocyclic compounds, n.e.c. in heading number 2934","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293500","Sulphonamides","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293621","Vitamins; vitamins A and their derivatives, unmixed","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293622","Vitamins; vitamin B1 and its derivatives, unmixed","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293623","Vitamins; vitamin B2 and its derivatives, unmixed","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293624","Vitamins; D- or DL-pantothenic acid (vitamin B3 or vitamin B5) and its derivatives, unmixed","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293625","Vitamins; vitamin B6 and its derivatives, unmixed","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293626","Vitamins; vitamin B12 and its derivatives, unmixed","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293627","Vitamins; vitamin C and its derivatives, unmixed","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293628","Vitamins; vitamin E and its derivatives, unmixed","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293629","Vitamins; n.e.c. in item no. 2936.2, and their derivatives, unmixed","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293690","Vitamins; n.e.c. in heading no. 2936, including natural concentrates","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293711","Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues; somatotropin, its derivatives and structural analogues","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293712","Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues; insulin and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293719","Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues; other than somatotropin, (its derivatives and structural anaologues) and insulin and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293721","Steroidal hormones, their derivatives and structural analogues; cortisone, hydrocortisone, prednisone (dehydrocortisone) and prednisolone (dehydrohydrocortisone)","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293722","Steroidal hormones, their derivatives and structural analogues; halogenated derivatives of corticosteroidal hormones","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293723","Steroidal hormones, their derivatives and structural analogues; oestrogens and progestogens","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293729","Steroidal hormones, their derivatives and structural analogues; other than cortisone, hydrocortisone, prednisone (dehydrocortisone), prednisolone (dehydrohydrocortisone), halogenated derivatives of corticosteroidal hormones, oestrogen and progestogens","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293750","Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293790","Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones, n.e.c. in heading 2937","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293810","Glycosides; rutoside (rutin) and its derivatives","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293890","Glycosides; natural or reproduced by synthesis, other than rutoside (rutin) and its derivatives","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293911","Alkaloids, vegetable; of opium and their derivatives; salts thereof","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293919","Alkaloids, vegetable; of opium and their derivatives; other than in 2939.11, salts thereof","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293920","Alkaloids, vegetable; of cinchona and their derivatives; salts thereof","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293930","Alkaloids, vegetable; caffeine and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293941","Alkaloids, vegetable; ephedrine and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293942","Alkaloids, vegetable; pseudoephedrine (INN) and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293943","Alkaloids, vegetable; cathine (INN) and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293944","Alkaloids, vegetable; norephedrine and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293949","Alkaloids, vegetable; other than ephedrine, pseudoephedrine (INN), norephedrine, and cathine (INN) and their salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293951","Alkaloids vegetable; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, fenetylline (INN) and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293959","Alkaloids vegetable; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, other than fenetylline","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293961","Alkaloids, vegetable; of rye ergot and their derivatives, ergometrine (INN) and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293962","Alkaloids, vegetable; of rye ergot and their derivatives, ergotamine (INN) and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293963","Alkaloids, vegetable; of rye ergot and their derivatives, lysergic acid and its salts","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293969","Alkaloids, vegetable; of rye ergot and their derivatives, salts thereof, n.e.c. in item no. 2939.6","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293991","Alkaloids, vegetable; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939.1, 2939.2, 2939.3, 2939.4, 2939.5, 2939.6, 2939.7","29","Organic chemicals","06","Product of the chemicals or allied industries"
"293999","Alkaloids, vegetable; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939","29","Organic chemicals","06","Product of the chemicals or allied industries"
"294000","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39","29","Organic chemicals","06","Product of the chemicals or allied industries"
"294110","Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof","29","Organic chemicals","06","Product of the chemicals or allied industries"
"294120","Antibiotics; streptomycins and their derivatives; salts thereof","29","Organic chemicals","06","Product of the chemicals or allied industries"
"294130","Antibiotics; tetracyclines and their derivatives; salts thereof","29","Organic chemicals","06","Product of the chemicals or allied industries"
"294140","Antibiotics; chloramphenicol and its derivatives; salts thereof","29","Organic chemicals","06","Product of the chemicals or allied industries"
"294150","Antibiotics; erythromycin and its derivatives; salts thereof","29","Organic chemicals","06","Product of the chemicals or allied industries"
"294190","Antibiotics; n.e.c. in heading no. 2941","29","Organic chemicals","06","Product of the chemicals or allied industries"
"294200","Organic compounds; n.e.c. in chapter 29","29","Organic chemicals","06","Product of the chemicals or allied industries"
"300120","Glands and other organs; extracts of glands or other organs or of their secretions, for organo-therapeutic uses","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300190","Glands and other organs; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, n.e.c. in heading 3001","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300210","Blood, human or animal, antisera, other blood fractions and immunological products; whether or not modified or obtained by means of biotechnological processes","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300220","Vaccines; for human medicine","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300230","Vaccines; for veterinary medicine","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300290","Toxins, cultures of micro-organisms (excluding yeasts) and similar products","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300310","Medicaments; containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, (not in measured doses, not packaged for retail sale)","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300320","Medicaments; containing antibiotics other than penicillins, streptomycins and their derivatives, for therapeutic or prophylactic uses, (not in measured doses, not packaged for retail sale)","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300331","Medicaments; containing insulin (but not containing antibiotics), for therapeutic or prophylactic uses, not packaged for retail sale","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300339","Medicaments; containing hormones (excluding insulin), (but not containing antibiotics), for therapeutic or prophylactic uses, not packaged for retail sale","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300340","Medicaments; containing alkaloids or their derivatives, (but not containing hormones or antibiotics), for therapeutic or prophylactic uses, (not packaged for retail sale)","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300390","Medicaments; (not containing antibiotics, hormones, alkaloids or their derivatives), for therapeutic or prophylactic uses, (not packaged for retail sale)","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300410","Medicaments; containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, packaged for retail sale","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300420","Medicaments; containing antibiotics (other than penicillins, streptomycins or their derivatives), for therapeutic or prophylactic uses, packaged for retail sale","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300431","Medicaments; containing insulin (but not containing antibiotics), for therapeutic or prophylactic uses, packaged for retail sale","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300432","Medicaments; containing corticosteroid hormones, their derivatives or structural analogues (but not containing antibiotics), for therapeutic or prophylactic uses, packaged for retail sale","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300439","Medicaments; containing hormones (but not insulin), adrenal cortex hormones or antibiotics, for therapeutic or prophylactic uses, packaged for retail sale","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300440","Medicaments; containing alkaloids or their derivatives (but not hormones or antibiotics), for therapeutic or prophylactic uses, packaged for retail sale","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300450","Medicaments; containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300490","Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, for therapeutic or prophylactic uses, packaged for retail sale","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300510","Dressings, adhesive; and other articles having an adhesive layer, packed for retail sale for medical, surgical, dental or veterinary purposes","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300590","Wadding, gauze, bandages and similar articles; (excluding adhesive dressings), impregnated or coated with pharmaceutical substances, packaged for retail sale","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300610","Pharmaceutical goods; sterile surgical catgut, suture materials, tissue adhesives, laminaria, laminaria tents, absorbable surgical or dental haemostatics, and surgical or dental adhesion barriers","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300620","Pharmaceutical goods; blood-grouping reagents","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300630","Pharmaceutical goods; opacifying preparations for x-ray examinations, diagnostic reagents designed to be administered to the patient","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300640","Pharmaceutical goods; dental cements and other dental fillings, bone reconstruction cements","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300650","Pharmaceutical goods; first aid boxes and kits","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300660","Pharmaceutical goods; chemical contraceptive preparations based on hormones, on other products of heading 2937 or on spermicides","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300670","Pharmaceutical goods; Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300691","Pharmaceutical goods; appliances identifiable for ostomy use","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"300692","Pharmaceutical goods; waste pharmaceuticals","30","Pharmaceutical products","06","Product of the chemicals or allied industries"
"310100","Fertilizers, animal or vegetable; whether or not mixed together or chemically treated; fertilizers, produced by the mixing or chemical treatment of animal or vegetable products","31","Fertilizers","06","Product of the chemicals or allied industries"
"310210","Fertilizers, mineral or chemical; nitrogenous, urea, whether or not in aqueous solution","31","Fertilizers","06","Product of the chemicals or allied industries"
"310221","Fertilizers, mineral or chemical; nitrogenous, ammonium sulphate","31","Fertilizers","06","Product of the chemicals or allied industries"
"310229","Fertilizers, mineral or chemical; nitrogenous, other than ammonium sulphate","31","Fertilizers","06","Product of the chemicals or allied industries"
"310230","Fertilizers, mineral or chemical; nitrogenous, ammonium nitrate, whether or not in aqueous solution","31","Fertilizers","06","Product of the chemicals or allied industries"
"310240","Fertilizers, mineral or chemical; ammonium nitrate with calcium carbonate or other inorganic non-fertilizing substances, mixtures thereof","31","Fertilizers","06","Product of the chemicals or allied industries"
"310250","Fertilizers, mineral or chemical; nitrogenous, sodium nitrate","31","Fertilizers","06","Product of the chemicals or allied industries"
"310260","Fertilizers, mineral or chemical; nitrogenous, double salts and mixtures of calcium nitrate and ammonium nitrate","31","Fertilizers","06","Product of the chemicals or allied industries"
"310280","Fertilizers, mineral or chemical; nitrogenous, mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution","31","Fertilizers","06","Product of the chemicals or allied industries"
"310290","Fertilizers, mineral or chemical; nitrogenous, other kinds including mixtures not specified in the foregoing subheadings","31","Fertilizers","06","Product of the chemicals or allied industries"
"310310","Fertilizers, mineral or chemical; phosphatic, superphosphates","31","Fertilizers","06","Product of the chemicals or allied industries"
"310390","Fertilizers, mineral or chemical; phosphatic, n.e.c. in heading no. 3103","31","Fertilizers","06","Product of the chemicals or allied industries"
"310420","Fertilizers, mineral or chemical; potassic, potassium chloride","31","Fertilizers","06","Product of the chemicals or allied industries"
"310430","Fertilizers, mineral or chemical; potassic, potassium sulphate","31","Fertilizers","06","Product of the chemicals or allied industries"
"310490","Fertilizers, mineral or chemical; potassic, n.e.c. in heading no. 3104","31","Fertilizers","06","Product of the chemicals or allied industries"
"310510","Fertilizers, mineral or chemical; in tablets or similar forms or in packages of a gross weight not exceeding 10kg","31","Fertilizers","06","Product of the chemicals or allied industries"
"310520","Fertilizers, mineral or chemical; containing the three fertilizing elements nitrogen, phosphorus and potassium","31","Fertilizers","06","Product of the chemicals or allied industries"
"310530","Fertilizers, mineral or chemical; diammonium hydrogenorthophosphate (diammonium phosphate)","31","Fertilizers","06","Product of the chemicals or allied industries"
"310540","Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)","31","Fertilizers","06","Product of the chemicals or allied industries"
"310551","Fertilizers, mineral or chemical; containing nitrates and phosphates","31","Fertilizers","06","Product of the chemicals or allied industries"
"310559","Fertilizers, mineral or chemical; containing the two fertilizing elements nitrogen and phosphorus, other than nitrates and phosphates","31","Fertilizers","06","Product of the chemicals or allied industries"
"310560","Fertilizers, mineral or chemical; containing the two fertilizing elements phosphorus and potassium","31","Fertilizers","06","Product of the chemicals or allied industries"
"310590","Fertilizers, mineral or chemical; n.e.c. in heading no. 3105","31","Fertilizers","06","Product of the chemicals or allied industries"
"320110","Tanning extracts of vegetable origin; quebracho extract","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320120","Tanning extracts of vegetable origin; wattle extract","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320190","Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives, (excluding quebracho or wattle extract)","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320210","Tanning substances; synthetic organic tanning substances","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320290","Tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre- tanning","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320300","Colouring matter of vegetable or animal origin, including dyeing extracts not animal black, whether or not chemically defined; preparations based on colouring matter of vegetable or animal origin","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320411","Dyes; disperse dyes and preparations based thereon","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320412","Dyes; acid, whether or not premetallised and preparations based thereon, mordant dyes and preparations based thereon","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320413","Dyes; basic dyes and preparations based thereon","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320414","Dyes; direct dyes and preparations based thereon","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320415","Dyes; vat dyes (including those usable in that state as pigments) and preparations based thereon","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320416","Dyes; reactive dyes and preparations based thereon","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320417","Dyes; pigments and preparations based thereon","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320419","Dyes; n.e.c., including mixtures of colouring matter of two or more of those from item no. 3204.11 to 3204.19","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320420","Dyes; synthetic organic products of a kind used as fluorescent brightening agents","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320490","Dyes; synthetic organic products n.e.c. in heading no. 3204 (e.g. of a kind used as luminophores), whether or not chemically defined","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320500","Colour lakes; preparations based on colour lakes as specified in note 3 to this chapter","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320611","Colouring matter; pigments and preparations based on titanium dioxide, containing 80% or more by weight of titanium dioxide calculated on the dry matter","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320619","Colouring matter; pigments and preparations based on titanium dioxide, containing less than 80% by weight of titanium dioxide calculated on the dry weight","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320620","Colouring matter; pigments and preparations based on chromium compounds","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320641","Colouring matter; ultramarine and preparations based thereon","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320642","Colouring matter; lithopone and other pigments and preparations based on zinc sulphide","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320649","Colouring matter; other preparations n.e.c. in item no. 3206.4","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320650","Colouring matter; inorganic products of a kind used as luminophores","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320710","Pigments; prepared pigments, opacifiers, colours and similar preparations","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320720","Enamels and glazes; vitrifiable enamels and glazes, engobes (slips) and similar preparations","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320730","Lustres; liquid lustres and similar preparations","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320740","Glass; glass frit and other glass, in the form of powder, granules or flakes","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320810","Paints and varnishes; based on polyesters, dispersed or dissolved in a non-aqueous medium","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320820","Paints and varnishes; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320890","Paints and varnishes; based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320910","Paints and varnishes; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"320990","Paints and varnishes; (based on polymers other than acrylic or vinyl), dispersed or dissolved in an aqueous medium","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"321000","Paints and varnishes; (including enamels, lacquers and distempers), prepared water pigments of a kind used for finishing leather","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"321100","Driers; prepared","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"321210","Pigments; of a kind used in the manufacture of paints, stamping foils","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"321290","Pigments; of a kind used in the manufacture of paints, other than stamping foils","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"321310","Colours; in sets, of a kind used by artists, students or signboard painters","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"321390","Colours; (other than in sets), of a kind used by artists, students or signboard painters","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"321410","Mastics; painters' fillings","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
"321490","Mastics; n.e.c. in heading no. 3214","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","06","Product of the chemicals or allied industries"
